epoch,train_nll,train_raw_l_reg,train_lambda_reg_x_l_reg,train_total,validation_nll,validation_raw_l_reg,validation_lambda_reg_x_l_reg,validation_total
1,0.6460751397609711,493.6599552001953,0.49365995520019534,1.139735114812851,0.545702691078186,413.1373657226562,0.41313736572265625,0.958840069770813
2,-0.008811511017382145,236.35186715698242,0.23635186715698242,0.22754036575555803,-0.6310933876037598,37.88918441772461,0.03788918441772461,-0.5932042050361633
3,-0.2620183383449912,158.09320347595215,0.15809320347595215,-0.103925128698349,-0.3339306974411011,65.72105194091797,0.06572105194091797,-0.2682096421718597
4,-0.4761347334459424,118.51484059143067,0.11851484059143068,-0.3576198867559433,-0.8563740682601929,25.3209765625,0.0253209765625,-0.8310530853271484
5,-0.5875762109756469,95.03517190551757,0.09503517190551758,-0.4925410370826721,-0.8066494750976563,26.78654052734375,0.02678654052734375,-0.7798629426956176
