sample_index,true_cfr_power,rms_scale,absolute_prediction_mse,existing_nmse_db,total_uncertainty,normalized_absolute_prediction_mse,normalized_nmse_db,normalized_total_uncertainty,aleatoric,epistemic,normalized_aleatoric,normalized_epistemic,regime
95,1.1378517150878906,1.0667012929916382,0.06901255249977112,-18.1931209564209,0.027764590457081795,0.06065162643790245,-18.1931209564209,0.02440088614821434,0.024455124512314796,0.0033094659447669983,0.0214923657476902,0.002908521331846714,ID-Easy 20 ns
96,0.4993036091327667,0.7066141963005066,0.03493497893214226,-17.569198608398438,0.018910184502601624,0.06996739655733109,-17.569198608398438,0.03787311539053917,0.016918044537305832,0.001992139033973217,0.03388328105211258,0.003989835269749165,ID-Easy 20 ns
97,1.2545874118804932,1.1200836896896362,0.07537778466939926,-18.23194122314453,0.023069700226187706,0.06008172035217285,-18.23194122314453,0.018388276919722557,0.020449912175536156,0.002619788283482194,0.016300110146403313,0.0020881672389805317,ID-Easy 20 ns
98,1.0225763320922852,1.0112251043319702,0.04610665515065193,-19.479848861694336,0.021186357364058495,0.045088719576597214,-19.479848861694336,0.020718608051538467,0.018940739333629608,0.0022456187289208174,0.01852256804704666,0.0021960402373224497,ID-Easy 20 ns
99,0.5476210117340088,0.7400141954421997,0.04382873326539993,-16.989055633544922,0.019140699878335,0.0800347849726677,-16.989055633544922,0.03495245426893234,0.017084578052163124,0.0020561213605105877,0.031197812408208847,0.0037546430248767138,ID-Easy 20 ns
100,1.0994338989257812,1.0485389232635498,0.06558888405561447,-18.26409149169922,0.02654598467051983,0.05965696647763252,-18.26409149169922,0.024145137518644333,0.02329421415925026,0.0032517698127776384,0.02118746191263199,0.002957676537334919,ID-Easy 20 ns
101,1.2621397972106934,1.1234499216079712,0.08366470783948898,-17.806903839111328,0.02690913900732994,0.06628799438476562,-17.806903839111328,0.021320251747965813,0.023782070726156235,0.0031270678155124187,0.018842659890651703,0.002477592322975397,ID-Easy 20 ns
102,1.0800210237503052,1.0392405986785889,0.05766068771481514,-18.743907928466797,0.02248157560825348,0.053388483822345734,-18.743907928466797,0.02081586793065071,0.02005453035235405,0.002427045488730073,0.018568648025393486,0.002247220603749156,ID-Easy 20 ns
103,0.9289553761482239,0.9638233184814453,0.050776805728673935,-18.642547607421875,0.02440374717116356,0.054660115391016006,-18.642547607421875,0.026270095258951187,0.021574191749095917,0.002829556120559573,0.02322414144873619,0.003045954741537571,ID-Easy 20 ns
104,1.1570284366607666,1.0756525993347168,0.06940270960330963,-18.240060806274414,0.02095009945333004,0.059983573853969574,-18.240060806274414,0.018106814473867416,0.018732348456978798,0.002217751694843173,0.016190050169825554,0.0019167651189491153,ID-Easy 20 ns
105,0.7311393022537231,0.8550668358802795,0.05150318145751953,-17.542173385620117,0.020780935883522034,0.07044235616922379,-17.542173385620117,0.028422676026821136,0.018549509346485138,0.0022314260713756084,0.02537069097161293,0.0030519848223775625,ID-Easy 20 ns
106,0.44756266474723816,0.6690012216567993,0.04078371822834015,-16.422218322753906,0.0187603197991848,0.0911240503191948,-16.422218322753906,0.041916631162166595,0.016754698008298874,0.002005622023716569,0.03743542358279228,0.004481209442019463,ID-Easy 20 ns
107,1.4694011211395264,1.2121886014938354,0.08545860648155212,-18.373817443847656,0.027646388858556747,0.05815879628062248,-18.373817443847656,0.018814733251929283,0.024486562237143517,0.0031598268542438745,0.01666431501507759,0.002150418236851692,ID-Easy 20 ns
