delay_spread_ns,samples,raw_nmse_mean_db,raw_nmse_std_db,normalized_nmse_mean_db,normalized_nmse_std_db,normalized_nmse_ci95_halfwidth_db,raw_aleatoric_mean,normalized_aleatoric_mean,normalized_aleatoric_std,normalized_aleatoric_ci95_halfwidth,raw_epistemic_mean,normalized_epistemic_mean,normalized_epistemic_std,normalized_epistemic_ci95_halfwidth,mean_cfr_power
10.0,200,-17.669728055000306,0.7353586436852182,-17.669728055000306,0.7353586436852182,0.10191550837657615,0.020513386339027523,0.024138464936986567,0.009728176233883803,0.0013482564391771809,0.002607650106574457,0.0030319682450499386,0.0011818944763833056,0.0001638022173839216,0.9836501432955265
20.0,200,-17.72834836959839,0.6849667708346983,-17.72834836959839,0.6849667708346983,0.09493155111475472,0.020426839797606056,0.023309728312306106,0.007775335836991487,0.0010776065684825343,0.0025911226540084277,0.0029241483303485438,0.0009281993184112804,0.00012864186233890417,0.9908787903189659
40.0,200,-17.739230499267578,0.5564137487189915,-17.739230499267578,0.5564137487189915,0.0771150112334668,0.02027471003394611,0.022689914321526884,0.006828660838174475,0.0009464041074788522,0.0025620724365571566,0.002845282158232294,0.0008201740749394129,0.00011367032742804023,0.99111521884799
60.0,200,-17.63131751060486,0.544745661560762,-17.63131751060486,0.544745661560762,0.07549789685706708,0.020542012889078056,0.02293595340102911,0.006360116428149919,0.0008814671652742311,0.002601833772447512,0.00288695118681062,0.0007576706869174328,0.0001050077998026149,0.9858812431991101
80.0,200,-17.25914371967316,0.5798099603141865,-17.25914371967316,0.5798099603141865,0.0803575607285822,0.020791223013372592,0.022293446119874716,0.006140218566231076,0.0008509908764853086,0.002636823372830684,0.00280873847019393,0.0007266670311766267,0.00010071091234029904,1.0240888768434524
100.0,200,-16.40085916519165,0.6655920177267576,-16.40085916519165,0.6655920177267576,0.0922463473306925,0.020764080171695884,0.022465125718154014,0.004820555593623422,0.0006680949196702215,0.002633718658961863,0.002839186260825954,0.0005783654300370067,8.015735904627607e-05,0.9805646106600762
