epoch,train_nll,train_raw_l_reg,train_lambda_reg_x_l_reg,train_total,validation_nll,validation_raw_l_reg,validation_lambda_reg_x_l_reg,validation_total
1,1033.890501159668,498.1664033203125,0.4981664284467697,1034.3886701202393,1127.750205078125,447.58193115234377,0.4475819516181946,1128.1977978515624
2,-40.85600549316406,281.7916267089844,0.28179164093732834,-40.57421429824829,-583.5325952148437,112.91189849853515,0.11291190475225449,-583.4196850585937
3,-965.3592366333007,164.97933012390138,0.1649793377816677,-965.194258758545,-1095.8666333007814,60.11345184326172,0.06011345505714417,-1095.8065112304687
4,-1165.9310100708008,138.08888876342775,0.13808889536559582,-1165.7929172668457,-1862.1070703125,27.0917716217041,0.02709177300333977,-1862.079990234375
5,-1511.5912700195313,97.7866403503418,0.09778664481639862,-1511.4934807128907,-2519.061025390625,13.583725051879883,0.013583725839853287,-2519.04740234375
