epoch,regime,delay_spread_ns,samples,nmse_all_db,nmse_omitted_db,psi_mean,psi_std,kappa_mean,kappa_std,nu_mean,nu_std,df_cov_mean,df_cov_std,aleatoric_mean,aleatoric_std,epistemic_mean,epistemic_std,error_aleatoric_pearson,error_aleatoric_spearman,error_epistemic_pearson,error_epistemic_spearman,nll,raw_l_reg,lambda_reg_x_l_reg,reg_to_nll_ratio,requested_snr_db,measured_snr_db_mean,measured_snr_db_std,covariance_diag_mean,covariance_diag_std,lowrank_diag_contribution_mean,lowrank_diag_contribution_std,off_diagonal_energy_ratio_mean,off_diagonal_energy_ratio_std,frequency_covariance_lag_1_mean,frequency_covariance_lag_1_std,frequency_covariance_lag_2_mean,frequency_covariance_lag_2_std,frequency_covariance_lag_4_mean,frequency_covariance_lag_4_std,frequency_covariance_lag_8_mean,frequency_covariance_lag_8_std,error_bin_0_error_mean,error_bin_0_aleatoric_mean,error_bin_0_epistemic_mean,error_bin_1_error_mean,error_bin_1_aleatoric_mean,error_bin_1_epistemic_mean,error_bin_2_error_mean,error_bin_2_aleatoric_mean,error_bin_2_epistemic_mean
1,ID-Easy 20 ns,20.0,200,-12.983430252075195,-13.02903564453125,0.02565019205212593,0.013005616143345833,1.0992939472198486,0.1906481236219406,2050.763916015625,0.28897523880004883,1.7639983892440796,0.28897520899772644,0.01782730408012867,0.007996585220098495,0.01682741753757,0.008545905351638794,0.25314027070999146,0.09940613061189651,0.23382800817489624,0.08005902171134949,-1816.6687451171874,109049.85375,109.0498583984375,0.060027376312241656,15.0,14.975807647705079,0.26704728171575887,0.030697051435709,0.012683679349720478,0.005046857986599207,0.0014332341961562634,0.9509016275405884,0.029809562489390373,0.005069451872259378,0.0014449575683102012,0.005067307036370039,0.0014361452776938677,0.0050544277764856815,0.0014161312719807029,0.0050349305383861065,0.0013978725764900446,0.0014606290496885777,0.017103424295783043,0.016153372824192047,0.01180943101644516,0.01732373982667923,0.016318267211318016,0.0637962743639946,0.019054748117923737,0.018010610714554787
1,ID-Hard 80 ns,80.0,200,-12.861525573730468,-12.902356452941895,0.0248899944126606,0.012560815550386906,1.0962249040603638,0.1613427996635437,2050.768310546875,0.21785791218280792,1.768229365348816,0.21785789728164673,0.017075220122933388,0.007051350083202124,0.015961842611432076,0.007192523218691349,0.23486576974391937,0.10315917432308197,0.22249193489551544,0.09418249875307083,-1440.6083984375,108205.30125,108.20530578613281,0.07511083921400319,15.0,15.003419342041015,0.2547487409902887,0.02995302528142929,0.012245447374880314,0.00506302947178483,0.0013855452416464686,0.9513147473335266,0.011195908300578594,0.005086150486022234,0.001397671177983284,0.005083791445940733,0.0013881726190447807,0.005069929640740156,0.0013664059806615114,0.0050457245670259,0.0013442456256598234,0.001519750920124352,0.016525087878108025,0.015434954315423965,0.012159218080341816,0.016670288518071175,0.015550841577351093,0.06286311894655228,0.018030280247330666,0.016899731010198593
1,OOD-Near 120 ns,120.0,200,-12.486761932373048,-12.523834457397461,0.02477293647825718,0.01249778363853693,1.0933058261871338,0.1603284627199173,2050.771728515625,0.2154572308063507,1.7718634605407715,0.21545718610286713,0.016948586329817772,0.006998138502240181,0.015874559059739113,0.0071204169653356075,0.23529152572155,0.0997491255402565,0.2253381460905075,0.0919916033744812,-1304.8763525390625,115852.63,115.85263610839844,0.0887843785980806,15.0,14.99090560913086,0.2707705227594815,0.029798166826367378,0.012175686657428741,0.005025233142077923,0.0013691267231479287,0.9513552188873291,0.011686660349369049,0.005048238206654787,0.0013812888646498322,0.005045606289058924,0.0013716996181756258,0.0050306436605751514,0.001349285477772355,0.005002048797905445,0.0013245430309325457,0.0015980562893673778,0.016407828778028488,0.015350253321230412,0.012998756021261215,0.016551071777939796,0.015486545860767365,0.06742650270462036,0.01788686029613018,0.016786880791187286
1,OOD-Far 1 ms,1000000.0,200,1.6778083038330078,1.916532974243164,0.023850217461586,0.011864845640957355,1.089331030845642,0.16290150582790375,2050.775146484375,0.2210197001695633,1.7752208709716797,0.2210196852684021,0.01622621901333332,0.006655246019363403,0.015265035443007946,0.006824369542300701,0.017173942178487778,0.04126742482185364,0.013493804261088371,0.025280479341745377,2192.569306640625,3102801.97,3102.80212890625,1.4151443785583677,15.0,15.005892143249511,0.24637874231902782,0.028564585372805595,0.011579113081097603,0.0047143674455583096,0.0010818823939189315,0.9533358812332153,0.012285016477108002,0.004734743386507034,0.001089485944248736,0.004728774540126324,0.0010763939935714006,0.004701284226030111,0.001042218878865242,0.0046259150840342045,0.0009841634891927242,0.04575808346271515,0.016176767647266388,0.015233728103339672,0.37347209453582764,0.01618972420692444,0.015235677361488342,1.9218485355377197,0.016312168911099434,0.015325700864195824
2,ID-Easy 20 ns,20.0,200,-14.378282012939453,-14.381037940979004,0.01200002059340477,0.009535063058137894,0.3855685889720917,0.059929072856903076,2052.21240234375,0.27322351932525635,3.2122714519500732,0.27322348952293396,0.0060272240079939365,0.0030054464004933834,0.015839485451579094,0.008019044063985348,0.24998976290225983,0.19522090256214142,0.23916739225387573,0.14892232418060303,-2266.97884765625,76707.280625,76.70728485107422,0.03383678896256171,15.0,14.997757911682129,0.27129987054080895,0.019177349284291267,0.009302268736064434,0.007177326828241348,0.0014971171040087938,0.990528404712677,0.002030830131843686,0.007181503344327211,0.0014951886842027307,0.007183849811553955,0.0014856279594823718,0.007183585315942764,0.0014690299285575747,0.007179152220487595,0.0014505671570077538,0.0009689227445051074,0.005745106376707554,0.01516996044665575,0.008066680282354355,0.00583222322165966,0.015370842069387436,0.04567535221576691,0.006504342425614595,0.01697765477001667
2,ID-Hard 80 ns,80.0,200,-14.243913459777833,-14.246780014038086,0.011853739619255066,0.009466222487390041,0.38193944096565247,0.04500630497932434,2052.21533203125,0.15737499296665192,3.215421199798584,0.15737497806549072,0.005951740313321352,0.002917500212788582,0.015666207298636436,0.007667279802262783,0.22164851427078247,0.20212185382843018,0.21116270124912262,0.17821311950683594,-2027.44984375,78215.04375,78.21504760742188,0.03857804317485282,15.0,15.005968742370605,0.25995335069542175,0.019060106948018074,0.009231473319232464,0.007206367328763008,0.00148478033952415,0.9894087314605713,0.0013786671916022897,0.007210112176835537,0.0014827236300334334,0.00721207819879055,0.0014727499801665545,0.007210197858512402,0.0014550985069945455,0.007199143525213003,0.001433376339264214,0.0010394302662461996,0.005703337490558624,0.015075736679136753,0.008477901108562946,0.005781794898211956,0.015254521742463112,0.0462607704102993,0.006370087154209614,0.01666836626827717
2,OOD-Near 120 ns,120.0,200,-13.711711235046387,-13.717512016296388,0.01183454878628254,0.009478685446083546,0.3809322416782379,0.04471470043063164,2052.219970703125,0.16191443800926208,3.219771146774292,0.16191431879997253,0.005923340562731028,0.0029194639064371586,0.015629857778549194,0.007683567237108946,0.22578613460063934,0.15715621411800385,0.22066161036491394,0.14772723615169525,-1718.34533203125,86796.261875,86.79626556396484,0.050511538015969214,15.0,15.005629730224609,0.24798567709593625,0.018993079662322998,0.009244844317436218,0.007158529944717884,0.0014597687404602766,0.9894354343414307,0.0013103585224598646,0.00716183427721262,0.001457531820051372,0.007163513917475939,0.0014475462958216667,0.007160534616559744,0.0014297297457233071,0.00714519340544939,0.0014065704308450222,0.0011517273960635066,0.005699060391634703,0.015075834468007088,0.009505615569651127,0.00575874513015151,0.01521677803248167,0.051201820373535156,0.006312216632068157,0.01659696362912655
2,OOD-Far 1 ms,1000000.0,200,1.7307300996780395,1.9517463779449462,0.011439155787229538,0.009327678941190243,0.3769596815109253,0.046225108206272125,2052.22412109375,0.18216471374034882,3.2241218090057373,0.18216471374034882,0.005632028449326754,0.002860134467482567,0.015033945441246033,0.007637533824890852,0.02589835226535797,0.0927521362900734,0.023165307939052582,0.09170690178871155,2189.22466796875,3138652.28,3138.652431640625,1.4336821969663145,15.0,15.048698883056641,0.28407814713689106,0.018075818195939064,0.009073997847735882,0.0066366614773869514,0.001077562919817865,0.9900705814361572,0.0011670670937746763,0.006636338774114847,0.0010689501650631428,0.006635303143411875,0.0010561508825048804,0.006622580345720053,0.0010312380036339164,0.006572342943400145,0.0009882559534162283,0.04603370651602745,0.005595990922302008,0.014953033067286015,0.3756335973739624,0.005606650374829769,0.014974139630794525,1.9360090494155884,0.005693444982171059,0.01517466176301241
3,ID-Easy 20 ns,20.0,200,-17.42575714111328,-17.420632400512694,0.008508757688105106,0.006771753542125225,0.25597795844078064,0.02883673459291458,2053.223388671875,0.23242945969104767,4.223559379577637,0.2324294000864029,0.00367840682156384,0.0015801823465153575,0.014458994381129742,0.006207681726664305,0.3099973797798157,0.12549087405204773,0.3045347332954407,0.11162890493869781,-2483.5394140625,40305.3246875,40.30532638549805,0.01622898600163768,15.0,15.011744117736816,0.269451674941243,0.015469446778297424,0.006511840969324112,0.006960688158869743,0.0011363767553120852,0.9938462972640991,0.001124180038459599,0.0069511085748672485,0.0011315891752019525,0.006953468546271324,0.001120869885198772,0.006954337935894728,0.0011019892990589142,0.00695143174380064,0.0010818118462339044,0.0004830304824281484,0.003545384854078293,0.01396158616989851,0.004042396321892738,0.0035837984178215265,0.014094166457653046,0.024262333288788795,0.0039060369599610567,0.015321227721869946
3,ID-Hard 80 ns,80.0,200,-17.042043228149414,-17.033067779541014,0.008505959995090961,0.006658949889242649,0.2553845942020416,0.01973210647702217,2053.220458984375,0.10843808948993683,4.220422744750977,0.10843808203935623,0.0036659545730799437,0.001524040475487709,0.014397842809557915,0.00599261187016964,0.27950480580329895,0.10703777521848679,0.27539151906967163,0.09668228775262833,-2141.20185546875,41932.881875,41.93288391113281,0.0195838070118602,15.0,15.005388145446778,0.2648897613642743,0.01545733492821455,0.006398494355380535,0.006951374467462301,0.001143838744610548,0.9931891560554504,0.0008200295269489288,0.006941472180187702,0.0011393673485144973,0.006943589076399803,0.0011285635409876704,0.0069433958269655704,0.00110935652628541,0.006936181802302599,0.0010872773127630353,0.000532450620085001,0.0035549052990972996,0.01398345734924078,0.004390722140669823,0.0035846245009452105,0.01408393308520317,0.025047052651643753,0.0038583336863666773,0.01512613333761692
