epoch,regime,delay_spread_ns,samples,nmse_all_db,nmse_omitted_db,psi_mean,psi_std,kappa_mean,kappa_std,nu_mean,nu_std,df_cov_mean,df_cov_std,aleatoric_mean,aleatoric_std,epistemic_mean,epistemic_std,error_aleatoric_pearson,error_aleatoric_spearman,error_epistemic_pearson,error_epistemic_spearman,nll,raw_l_reg,lambda_reg_x_l_reg,reg_to_nll_ratio,requested_snr_db,measured_snr_db_mean,measured_snr_db_std,error_bin_0_error_mean,error_bin_0_aleatoric_mean,error_bin_0_epistemic_mean,error_bin_1_error_mean,error_bin_1_aleatoric_mean,error_bin_1_epistemic_mean,error_bin_2_error_mean,error_bin_2_aleatoric_mean,error_bin_2_epistemic_mean
1,ID-Easy 20 ns,20.0,200,-12.922570571899413,-13.057235565185547,0.5053025484085083,0.16908696293830872,1.0467242002487183,0.09611108154058456,2050.383056640625,0.19683310389518738,1.3830937147140503,0.19683310389518738,0.3765270709991455,0.15267062187194824,0.36523446440696716,0.15932941436767578,0.18071238696575165,0.13596445322036743,0.1555393785238266,0.11066609621047974,-961.0980932617188,109905.001875,10.99049991607666,0.011435357111846291,15.0,14.975807647705079,0.26704728171575887,0.0013297639088705182,0.35913142561912537,0.34989336133003235,0.010965931229293346,0.3670332431793213,0.35671401023864746,0.06401561200618744,0.40341654419898987,0.3890959620475769
1,ID-Hard 80 ns,80.0,200,-12.914565315246582,-13.043046112060546,0.5012291669845581,0.1668422818183899,1.038826823234558,0.04569750651717186,2050.374267578125,0.06143919378519058,1.3742634057998657,0.06143919378519058,0.3656465709209442,0.12341133505105972,0.3523918092250824,0.11914768069982529,0.2012406289577484,0.14652828872203827,0.18954259157180786,0.1305657923221588,-943.0157177734375,107237.5884375,10.723758354187012,0.011371770535695049,15.0,15.003419342041015,0.2547487409902887,0.0013284316519275308,0.3510033190250397,0.339565634727478,0.010963788256049156,0.3577786982059479,0.34530049562454224,0.06217106431722641,0.3881576359272003,0.3723093271255493
1,OOD-Far 1 ms,1000000.0,200,2.20151309967041,2.4642694091796873,0.4857703447341919,0.1660129427909851,1.0287953615188599,0.04782681539654732,2050.394775390625,0.08411922305822372,1.3946017026901245,0.0841190442442894,0.3501347601413727,0.12355216592550278,0.34110134840011597,0.12158333510160446,-0.01070701889693737,-0.006776249036192894,-0.013302784413099289,-0.008842340670526028,2761.25376953125,3498202.81,349.8202758789063,0.12668892650783953,15.0,15.005892143249511,0.24637874231902782,0.052304208278656006,0.35120368003845215,0.3423129618167877,0.42608338594436646,0.35083702206611633,0.3419156074523926,2.1762094497680664,0.3483636975288391,0.3390754759311676
1,OOD-Near 120 ns,120.0,200,-12.73400074005127,-12.85146297454834,0.4991806149482727,0.165629580616951,1.0354490280151367,0.047325555235147476,2050.37548828125,0.06498530507087708,1.3754370212554932,0.06498529016971588,0.3639921545982361,0.1229483112692833,0.35210078954696655,0.11963726580142975,0.1972140669822693,0.1310737431049347,0.187064528465271,0.11719691008329391,-909.207099609375,109376.7503125,10.937674674987793,0.012029904605415725,15.0,14.99090560913086,0.2707705227594815,0.0013782621826976538,0.35038796067237854,0.33996668457984924,0.011292241513729095,0.35708892345428467,0.3458700478076935,0.06341850012540817,0.38449957966804504,0.37046557664871216
2,ID-Easy 20 ns,20.0,200,-15.354418106079102,-15.361618041992188,0.3776791989803314,0.06600328534841537,2.1128921508789062,0.14211709797382355,2052.937255859375,0.280183881521225,3.9371871948242188,0.2801838517189026,0.0967671275138855,0.02050694264471531,0.046015527099370956,0.010346484370529652,0.20186744630336761,0.13258928060531616,0.17379623651504517,0.10539806634187698,-1492.018466796875,64853.2696875,6.485326824188232,0.004346679996573853,15.0,14.997757911682129,0.27129987054080895,0.0008019941160455346,0.09429442137479782,0.04496394470334053,0.006641326006501913,0.09552441537380219,0.04550490528345108,0.03870932385325432,0.10048257559537888,0.047577738761901855
2,ID-Hard 80 ns,80.0,200,-15.12734748840332,-15.130687370300294,0.3750966489315033,0.06261429190635681,2.0978925228118896,0.08180810511112213,2052.924072265625,0.09294729679822922,3.9239401817321777,0.09294719994068146,0.09573834389448166,0.016718819737434387,0.04564707353711128,0.007833223789930344,0.2017701417207718,0.11088630557060242,0.19131644070148468,0.09916190803050995,-1428.520654296875,65449.72953125,6.544972763061524,0.004581643774858248,15.0,15.005968742370605,0.25995335069542175,0.0008443245897069573,0.09402560442686081,0.044920239597558975,0.006961223669350147,0.09474887698888779,0.04521459713578224,0.03881290182471275,0.09844057261943817,0.04680638760328293
2,OOD-Far 1 ms,1000000.0,200,1.716226215362549,1.9665807342529298,0.38091808557510376,0.06373781710863113,2.0408942699432373,0.085466668009758,2052.81005859375,0.12269388884305954,3.810204029083252,0.12269380688667297,0.10016881674528122,0.01767011731863022,0.04915720969438553,0.008881526999175549,0.08589398115873337,0.0641004666686058,0.0823860839009285,0.061506159603595734,2579.7902734375,3136656.26,313.66561401367187,0.12158570300930127,15.0,15.048698883056641,0.28407814713689106,0.04637410491704941,0.09925258904695511,0.04871240258216858,0.37822455167770386,0.09964021295309067,0.0489029698073864,1.9449068307876587,0.10161364823579788,0.04985626041889191
2,OOD-Near 120 ns,120.0,200,-14.577011909484863,-14.57156867980957,0.37408480048179626,0.06212672218680382,2.0923900604248047,0.08284518122673035,2052.92138671875,0.08760281652212143,3.9215450286865234,0.08760267496109009,0.09551138430833817,0.016455506905913353,0.04566916450858116,0.00778942508623004,0.20540805160999298,0.09539011120796204,0.19541756808757782,0.08499051630496979,-1313.620400390625,72375.151875,7.237514972686768,0.005509593921104976,15.0,15.005629730224609,0.24798567709593625,0.0009469506912864745,0.09405474364757538,0.04503950476646423,0.007748759351670742,0.09455916285514832,0.04525132477283478,0.0429520420730114,0.09792022407054901,0.046716660261154175
3,ID-Easy 20 ns,20.0,200,-16.32025764465332,-16.33006866455078,0.28258633613586426,0.06534987688064575,3.2513437271118164,0.1597106158733368,2055.74169921875,0.4135277569293976,6.74149751663208,0.4135276973247528,0.04232732206583023,0.011330372653901577,0.013076304458081722,0.0036824375856667757,0.2451172024011612,0.17015880346298218,0.24285414814949036,0.17154869437217712,-1717.259931640625,52344.03078125,5.23440299987793,0.0030481133947186656,15.0,15.011744117736816,0.269451674941243,0.0006434890674427152,0.04073270782828331,0.01255561038851738,0.005357127636671066,0.041445907205343246,0.012792961671948433,0.031162172555923462,0.04480334371328354,0.01388033851981163
3,ID-Hard 80 ns,80.0,200,-16.103441162109377,-16.108933944702148,0.280121773481369,0.06381423771381378,3.2358012199401855,0.1098245307803154,2055.73388671875,0.25744685530662537,6.733890533447266,0.25744685530662537,0.04179603233933449,0.010308593511581421,0.0129467211663723,0.0032922427635639906,0.23012766242027283,0.13563905656337738,0.23105992376804352,0.13780224323272705,-1667.288935546875,52219.2971875,5.221929607391357,0.003131988401066928,15.0,15.005388145446778,0.2648897613642743,0.0006623417139053345,0.04059061035513878,0.012556802481412888,0.005455486476421356,0.04108753800392151,0.0127174137160182,0.03099610097706318,0.043709948658943176,0.013565950095653534
