delay_ns,scope,scope_ordinal,regime,ng,metric,mean,median,q90,q95,q99,finite
110,partial_small,1,id80,8,nmse_omitted_db,-21.749640546798705,-21.72680377960205,-21.209045600891113,-21.078205394744874,-20.84490249633789,True
110,partial_small,1,id80,8,epistemic,0.0029747397447936236,0.002867886913008988,0.003698369092307985,0.004096131795085966,0.005023928261362015,True
110,partial_small,1,id80,8,aleatoric,0.025593378994613884,0.02535909041762352,0.028021949529647826,0.029317392129451034,0.03162462491542101,True
110,partial_small,1,id80,16,nmse_omitted_db,-19.101050863265993,-19.12509059906006,-18.487747192382812,-18.30069942474365,-17.95374752044678,True
110,partial_small,1,id80,16,epistemic,0.005319513803347945,0.005042865173891187,0.006766410917043686,0.007655056403018532,0.01014023338444531,True
110,partial_small,1,id80,16,aleatoric,0.0407816885560751,0.040320560336112976,0.04462999552488327,0.04644243866205215,0.050654469467699526,True
110,partial_small,1,id80,32,nmse_omitted_db,-16.23121357536316,-16.25043487548828,-15.49446849822998,-15.311306858062744,-14.897939805984498,True
110,partial_small,1,id80,32,epistemic,0.019985485335811973,0.017076212912797928,0.028976910375058652,0.038220000080764274,0.06518947720527649,True
110,partial_small,1,id80,32,aleatoric,0.07635277490317821,0.0750964917242527,0.08536834120750428,0.0895100001245737,0.10101423308253288,True
110,partial_small,1,far1ms,4,nmse_omitted_db,0.28374029190838335,0.26825252175331116,0.44294679760932926,0.49409045577049254,0.6241623014211654,True
110,partial_small,1,far1ms,4,epistemic,0.0037646309913834555,0.0031435275450348854,0.005535107851028443,0.007372722635045645,0.014936932427808641,True
110,partial_small,1,far1ms,4,aleatoric,0.017400554924272,0.01715027540922165,0.019776365160942076,0.020565771404653786,0.023494610395282507,True
110,partial_small,1,far1ms,8,nmse_omitted_db,0.5982002901285887,0.586585521697998,0.8518683195114136,0.9209584951400756,1.127057580947876,True
110,partial_small,1,far1ms,8,epistemic,0.012706804819172248,0.008109778631478548,0.019190632738173008,0.027087174635380497,0.06986079595983015,True
110,partial_small,1,far1ms,8,aleatoric,0.03633579762838781,0.0356869101524353,0.04300435297191143,0.04501873813569546,0.051956796124577515,True
110,partial_small,1,far1ms,16,nmse_omitted_db,1.8920429981946945,1.8965150713920593,2.140596318244934,2.208218252658844,2.3134606456756592,True
110,partial_small,1,far1ms,16,epistemic,25190.900168223918,101.86720275878906,15615.392187500005,53709.97031249983,465495.62437499984,True
110,partial_small,1,far1ms,16,aleatoric,0.15531735909357666,0.11962947621941566,0.23073906600475313,0.3030530035495756,0.624434274435043,True
110,partial_small,1,far1ms,32,nmse_omitted_db,2.051963448643684,2.041990637779236,2.3385240316390994,2.418023204803467,2.5823713397979735,True
110,partial_small,1,far1ms,32,epistemic,1160438.2801167327,1571.3455810546875,181306.70156250015,715630.3156249931,16537370.149999889,True
110,partial_small,1,far1ms,32,aleatoric,1.5699523276761174,0.2801065742969513,0.891239231824875,1.7153166830539661,20.67650039672843,True
110,partial_medium,2,target,4,nmse_omitted_db,-23.829642726898193,-23.850706100463867,-23.224667930603026,-23.02856159210205,-22.697595443725586,True
110,partial_medium,2,target,4,epistemic,0.002630733584985137,0.0024843818973749876,0.0035284323617815975,0.003989629331044853,0.0054964415635913606,True
110,partial_medium,2,target,4,aleatoric,0.016481490407139063,0.016345713287591934,0.018271705694496633,0.01911434633657336,0.020955422967672346,True
110,partial_medium,2,target,8,nmse_omitted_db,-21.340684309005738,-21.33756446838379,-20.790465545654296,-20.65831470489502,-20.356928329467774,True
110,partial_medium,2,target,8,epistemic,0.0040718821138143535,0.00384739029686898,0.0053132158704102045,0.005769381811842321,0.00799628095701337,True
110,partial_medium,2,target,8,aleatoric,0.027818217558786273,0.027545577846467495,0.030304258316755296,0.03159654214978218,0.034500472657382486,True
110,partial_medium,2,target,16,nmse_omitted_db,-18.61319352340698,-18.60519313812256,-18.061847114562987,-17.808631134033202,-17.484848346710205,True
110,partial_medium,2,target,16,epistemic,0.007415099621284753,0.006962668150663376,0.009538366366177798,0.011016728542745113,0.016231839172542093,True
110,partial_medium,2,target,16,aleatoric,0.04555803665146232,0.04509464278817177,0.04972803927958012,0.05169280115514993,0.05657681368291378,True
110,partial_medium,2,target,32,nmse_omitted_db,-15.568835543632508,-15.577746868133545,-14.794868659973144,-14.559045410156251,-14.103760557174683,True
110,partial_medium,2,target,32,epistemic,0.034511277220211925,0.027618360705673695,0.05152609460055828,0.06745394878089427,0.11921868652105307,True
110,partial_medium,2,target,32,aleatoric,0.08777286887168884,0.0865483433008194,0.0974566675722599,0.10121279433369634,0.11173557698726651,True
110,partial_medium,2,id20,4,nmse_omitted_db,-24.597470382690428,-24.605236053466797,-23.939038276672363,-23.755324268341067,-23.407850208282472,True
110,partial_medium,2,id20,4,epistemic,0.0012914319013943895,0.0012027226039208472,0.0017080678720958532,0.001953761582262814,0.0025049133831635114,True
110,partial_medium,2,id20,4,aleatoric,0.014619898836128414,0.014204993378371,0.01706077381968498,0.018032851722091438,0.021127515360713,True
110,partial_medium,2,id20,8,nmse_omitted_db,-22.06457334136963,-22.056842803955078,-21.438254165649415,-21.26939115524292,-20.845166931152345,True
110,partial_medium,2,id20,8,epistemic,0.002404038498061709,0.00219963735435158,0.0033124523237347604,0.0037795319571159777,0.004842331516556441,True
