sample_index,nmse_omitted_db,aleatoric,epistemic,total_uncertainty,regime
29,-16.445199966430664,0.02185894176363945,0.002805088646709919,0.024664029479026794,OOD-Near 120 ns
30,-13.372467041015625,0.018870819360017776,0.002338948892429471,0.02120976895093918,OOD-Near 120 ns
31,-15.459163665771484,0.02151828072965145,0.002716236747801304,0.02423451840877533,OOD-Near 120 ns
32,-15.591978073120117,0.02084341086447239,0.002653127769008279,0.023496538400650024,OOD-Near 120 ns
33,-16.413442611694336,0.022999370470643044,0.0029411937575787306,0.025940563529729843,OOD-Near 120 ns
34,-14.908208847045898,0.020353855565190315,0.0025616551283746958,0.022915510460734367,OOD-Near 120 ns
35,-14.510169982910156,0.02099752239882946,0.002711856970563531,0.023709379136562347,OOD-Near 120 ns
36,-15.494933128356934,0.023901719599962234,0.0031202773097902536,0.027021996676921844,OOD-Near 120 ns
37,-15.437321662902832,0.022042496129870415,0.0028399149887263775,0.02488241158425808,OOD-Near 120 ns
38,-14.354552268981934,0.020691873505711555,0.002637416124343872,0.023329289630055428,OOD-Near 120 ns
39,-15.376842498779297,0.020543424412608147,0.002641380066052079,0.023184804245829582,OOD-Near 120 ns
40,-13.9835205078125,0.01810290478169918,0.002237448701635003,0.02034035325050354,OOD-Near 120 ns
41,-14.82368278503418,0.020461680367588997,0.002588062547147274,0.023049741983413696,OOD-Near 120 ns
42,-15.348721504211426,0.018983501940965652,0.002366866683587432,0.021350368857383728,OOD-Near 120 ns
43,-15.309208869934082,0.020652838051319122,0.0026421884540468454,0.023295026272535324,OOD-Near 120 ns
44,-15.738386154174805,0.022306470200419426,0.0029168373439460993,0.02522330731153488,OOD-Near 120 ns
45,-16.174209594726562,0.022147666662931442,0.0028192526660859585,0.024966919794678688,OOD-Near 120 ns
46,-15.131113052368164,0.021018479019403458,0.00267051812261343,0.023688998073339462,OOD-Near 120 ns
47,-14.587069511413574,0.019322585314512253,0.002434021793305874,0.0217566080391407,OOD-Near 120 ns
48,-14.92933177947998,0.019466741010546684,0.0024322853423655033,0.0218990258872509,OOD-Near 120 ns
49,-14.571077346801758,0.01991657353937626,0.0025284430012106895,0.022445015609264374,OOD-Near 120 ns
50,-14.542311668395996,0.01983795501291752,0.0025206005666404963,0.02235855534672737,OOD-Near 120 ns
51,-15.717880249023438,0.02187672071158886,0.002843561116605997,0.02472028136253357,OOD-Near 120 ns
52,-15.422412872314453,0.02116657979786396,0.0026742981281131506,0.023840878158807755,OOD-Near 120 ns
53,-15.874231338500977,0.020533472299575806,0.0026122627314180136,0.023145735263824463,OOD-Near 120 ns
54,-16.255949020385742,0.02107206918299198,0.0026849894784390926,0.02375705912709236,OOD-Near 120 ns
55,-14.654510498046875,0.02111154794692993,0.0026774650905281305,0.02378901280462742,OOD-Near 120 ns
56,-15.6029052734375,0.021209780126810074,0.0026659348513931036,0.02387571521103382,OOD-Near 120 ns
57,-15.230402946472168,0.01985393837094307,0.0024873828515410423,0.022341322153806686,OOD-Near 120 ns
58,-15.049781799316406,0.02156548574566841,0.0027703172527253628,0.02433580346405506,OOD-Near 120 ns
59,-13.964733123779297,0.018999679014086723,0.0023660941515117884,0.021365772932767868,OOD-Near 120 ns
60,-15.752373695373535,0.020103590562939644,0.002568303607404232,0.0226718932390213,OOD-Near 120 ns
61,-12.684825897216797,0.019341444596648216,0.0024322704412043095,0.02177371457219124,OOD-Near 120 ns
62,-16.166711807250977,0.022559992969036102,0.0029045874252915382,0.025464579463005066,OOD-Near 120 ns
63,-15.420938491821289,0.020175201818346977,0.0025587568525224924,0.022733958438038826,OOD-Near 120 ns
64,-16.426027297973633,0.023092392832040787,0.0029498303774744272,0.02604222297668457,OOD-Near 120 ns
65,-15.717748641967773,0.02111736126244068,0.002650271402671933,0.023767633363604546,OOD-Near 120 ns
66,-14.73879337310791,0.02100295200943947,0.002712240209802985,0.023715192452073097,OOD-Near 120 ns
67,-13.960126876831055,0.019704580307006836,0.002483722288161516,0.022188302129507065,OOD-Near 120 ns
68,-15.194153785705566,0.020538147538900375,0.002580176340416074,0.02311832457780838,OOD-Near 120 ns
69,-14.337578773498535,0.020941250026226044,0.002644795458763838,0.02358604595065117,OOD-Near 120 ns
70,-15.902303695678711,0.02202444337308407,0.002806153381243348,0.024830596521496773,OOD-Near 120 ns
71,-15.749937057495117,0.022928280755877495,0.002950226189568639,0.025878507643938065,OOD-Near 120 ns
72,-15.150196075439453,0.022579951211810112,0.0028941333293914795,0.02547408454120159,OOD-Near 120 ns
73,-15.908342361450195,0.0218218844383955,0.002798185683786869,0.024620071053504944,OOD-Near 120 ns
