delay_spread_ns,samples,nmse_omitted_mean_db,nmse_omitted_std_db,aleatoric_mean,aleatoric_std,epistemic_mean,epistemic_std,nmse_ci95_halfwidth_db,aleatoric_ci95_halfwidth,epistemic_ci95_halfwidth
10.0,200,-17.669728055000306,0.7353586436852182,0.02051338632591069,0.0035300301034935635,0.0026076501043280588,0.0005832115281338068,0.10191550837657615,0.0004892372118986979,8.082899397627841e-05
20.0,200,-17.72834836959839,0.6849667708346983,0.020426839813590048,0.003175925838396075,0.0025911226513562723,0.0005240873653583443,0.09493155111475472,0.0004401608645875854,7.263480307589907e-05
40.0,200,-17.739230499267578,0.5564137487189915,0.020274710105732084,0.0023962236713792337,0.0025620724307373168,0.0003982424213224761,0.0771150112334668,0.0003320996574253083,5.5193583667961495e-05
60.0,200,-17.63131751060486,0.544745661560762,0.020542012872174383,0.0020700424963234097,0.002601833769585937,0.0003194414023057934,0.07549789685706708,0.0002868932529529439,4.4272319625384644e-05
80.0,200,-17.25914371967316,0.5798099603141865,0.020791223011910914,0.0020841198166081263,0.0026368233747780323,0.00032410139883473323,0.0803575607285822,0.00028884427000525845,4.491816219398479e-05
100.0,200,-16.40085916519165,0.6655920177267576,0.020764080109074712,0.001612546734632302,0.0026337186503224076,0.0002488305338658089,0.0922463473306925,0.00022348757528359005,3.448615254110533e-05
