epoch,train_total,train_nll,train_reg,train_lambda_reg_x_reg,train_reg_to_nll_ratio,train_nmse_all_db,train_nmse_omitted_db,validation_total,validation_nll,validation_reg,validation_lambda_reg_x_reg,validation_reg_to_nll_ratio,validation_nmse_all_db,validation_nmse_omitted_db,validation_aleatoric,validation_epistemic
1,3616.0530706054687,-250.99900139160155,386705.2165875,3867.0520788085937,15.406643282302394,-8.893344958209992,-8.86604616703987,-248.840947265625,-1132.5229541015624,88368.203125,883.6820068359375,0.7802773476932883,-13.596976623535156,-13.678378143310546,0.5215920639038086,0.42103837013244627
2,-499.67445380859374,-1330.6108890625,83093.6454875,830.936434375,0.624477404475626,-14.022405905151366,-14.02060214691162,-829.9199291992187,-1467.29580078125,63737.58875,637.3758715820312,0.43438812490182394,-15.080343399047852,-15.087488899230957,0.1313570487499237,0.04901719003915787
3,-1083.835601171875,-1683.5225577148437,59968.697078125,599.6869572753906,0.35620963587551996,-15.452960859680175,-15.44806756286621,-1250.5802954101562,-1742.8318359375,49225.1565625,492.2515551757813,0.28244351808513185,-16.200064926147462,-16.194469985961913,0.058858794569969175,0.01586590237915516
4,-1373.828859375,-1876.730412109375,50290.156275,502.9015520263672,0.2679668580946823,-16.219644999694825,-16.216992961120607,-1588.809951171875,-1986.2890478515626,39747.91046875,397.4790942382813,0.2001114060746632,-17.179546356201172,-17.153857040405274,0.03128742039203644,0.006603835895657539
5,-1577.1198873046876,-2016.066859765625,43894.698284375,438.94697258300783,0.2177244124889091,-16.817806204223633,-16.81954080657959,-1485.1241943359375,-1912.415693359375,42729.14984375,427.2914880371094,0.22343023513067348,-16.841396026611328,-16.843839950561524,0.023479369804263114,0.004459461756050586
6,-1671.4447760742187,-2080.337323828125,40889.256028125,408.8925512451172,0.19655108167300944,-17.119181944274903,-17.12325042877197,-1696.1675341796874,-2063.6256689453126,36745.81265625,367.4581188964844,0.1780643284411683,-17.470743408203123,-17.46463577270508,0.019675478041172027,0.00354268042370677
7,-1805.421649609375,-2177.7305015625,37230.886121875,372.3088527832031,0.17096185800509547,-17.53866151275635,-17.542299771118163,-1744.470966796875,-2097.59197265625,35312.10125,353.1209997558594,0.16834589584503754,-17.585043716430665,-17.5900057220459,0.01683611087501049,0.002830896535888314
8,-1816.7996556640626,-2186.5088947265626,36970.9248875,369.7092408203125,0.16908654783444466,-17.563358665466307,-17.56526021270752,-1720.591689453125,-2083.303232421875,36271.1546875,362.7115380859375,0.17410405381195432,-17.505620193481445,-17.506327209472655,0.015156187862157822,0.002505352944135666
9,-1901.7075848632812,-2249.753828125,34804.62490625,348.04624118652345,0.15470414444190397,-17.831129977416992,-17.83233650970459,-1916.213837890625,-2231.712138671875,31549.83125,315.4983056640625,0.14137052005748668,-18.156434860229492,-18.150690460205077,0.013958975486457349,0.002272202493622899
10,-1931.551625,-2270.754784375,33920.316134375,339.2031541992188,0.1493790331442974,-17.931833026123048,-17.93263242645264,-1937.0011865234376,-2249.912802734375,31291.16484375,312.91164306640627,0.13907723120857227,-18.216178512573244,-18.214603881835938,0.013481440395116806,0.0022753836773335935
