regime,nmse_all_db,nmse_omitted_db,aleatoric,epistemic,nll,raw_l_reg,lambda_reg_x_l_reg
ID-Easy 20 ns,-18.01639663696289,-18.039645538330078,0.1414410352706909,0.13201047003269195,-2297.28365234375,34454.3434375,34.45434463500977
ID-Hard 80 ns,-18.037036972045897,-18.066192016601562,0.1369466733932495,0.12503709495067597,-2252.44173828125,32904.39546875,32.90439636230469
OOD-Near 120 ns,-17.520905151367188,-17.516030578613282,0.13548899948596954,0.12348244190216065,-2135.56419921875,36215.026875,36.21502792358398
