epoch,train_total,train_nll,train_reg,train_lambda_reg_x_reg,train_nmse_all_db,train_nmse_omitted_db,validation_total,validation_nll,validation_reg,validation_lambda_reg_x_reg,validation_nmse_all_db,validation_nmse_omitted_db,validation_aleatoric,validation_epistemic
1,1975.126552001953,997.0585342407227,978067.9745,978.0680161132813,-3.495898328900337,-3.4230368382930756,1495.28115234375,821.1425439453125,674138.5725,674.1386059570312,-4.869260902404785,-4.687954788208008,1.3419878435134889,1.7729124593734742
2,302.37403552246093,-158.6637313232422,461037.744625,461.0377657470703,-6.769128017425537,-6.6602733592987065,-1111.0023388671875,-1202.3231909179688,91320.8690625,91.3208740234375,-13.369085655212402,-13.274868507385253,1.6608155298233032,2.2783740615844725
3,-719.1287155761719,-984.9588991699219,265830.172125,265.83018392944336,-9.37456255722046,-9.278022766113281,-1460.1048486328125,-1522.1597119140624,62054.875,62.05487731933594,-15.001463737487793,-14.98724884033203,0.7197741651535035,0.8334695315361023
4,-982.2231740722656,-1195.1599721679688,212936.791578125,212.93680236816405,-10.310587249755859,-10.220120643615722,-1378.8661083984375,-1454.10615234375,75240.025625,75.24002899169922,-14.1046537399292,-14.092253646850587,0.2739009094238281,0.2830004167556763
5,-1449.7533918457032,-1587.9516704101563,138198.271921875,138.1982787322998,-12.19167333984375,-12.112221351623536,-2280.624873046875,-2312.771708984375,32146.87234375,32.14687393188476,-17.9968302154541,-18.023289794921876,0.13767107248306273,0.12612677335739136
