regime,nmse_all_db,nmse_omitted_db,aleatoric,epistemic,nll,raw_l_reg,lambda_reg_x_l_reg
ID-Easy 20 ns,-16.212880630493164,-16.165722732543944,0.014447222910821438,0.007609224133193493,-0.8587464761734008,24.72841567993164,0.024728416800498962
ID-Hard 80 ns,-16.218321228027342,-16.17297393798828,0.013961611501872539,0.007196252271533012,-0.8564148449897766,24.057784729003906,0.02405778594315052
OOD-Near 120 ns,-15.790904312133788,-15.722800827026367,0.013770563118159771,0.007081875614821911,-0.8324009919166565,25.95895050048828,0.025958951711654663
