regime,nmse_all_db,nmse_omitted_db,aleatoric,epistemic,nll,raw_l_reg,lambda_reg_x_l_reg
ID-Easy 20 ns,-21.34355812072754,-21.291725845336913,0.0033072305377572775,0.0003506937937345356,-3460.15298828125,15453.2158203125,15.453216552734375
ID-Hard 80 ns,-21.25578903198242,-21.20258544921875,0.0031784172169864178,0.00033335137413814664,-3316.82259765625,15469.634609375,15.46963508605957
OOD-Near 120 ns,-20.432003479003907,-20.356968688964844,0.0031840940937399864,0.0003338735841680318,-3042.1324609375,18300.01734375,18.300018005371093
OOD-Far 1 ms,2.311666717529297,2.5855970668792723,0.004148912150412798,0.0004635307705029845,2786.57056640625,3649740.68,3649.740849609375
