epoch,regime,delay_spread_ns,samples,nmse_all_db,nmse_omitted_db,psi_mean,psi_std,kappa_mean,kappa_std,nu_mean,nu_std,df_cov_mean,df_cov_std,aleatoric_mean,aleatoric_std,epistemic_mean,epistemic_std,error_aleatoric_pearson,error_aleatoric_spearman,error_epistemic_pearson,error_epistemic_spearman,nll,raw_l_reg,lambda_reg_x_l_reg
5,OOD-Far 1 ms,1000000.0,200,2.312517261505127,2.588755140304565,0.15450869500637054,0.10020200908184052,5.429912567138672,0.23981232941150665,2062.217041015625,0.7095627784729004,13.217123985290527,0.7095627784729004,0.011835599318146706,0.007978248409926891,0.002199949696660042,0.0015294088516384363,0.11384133994579315,0.11419906467199326,0.11835908144712448,0.11688467860221863,2740.952685546875,3626114.72,3626.11490234375
6,ID-Easy 20 ns,20.0,200,-22.841506042480468,-22.915860061645507,0.11738312989473343,0.11910966038703918,6.478735446929932,0.36568063497543335,2065.158447265625,1.082809329032898,16.158218383789062,1.082809329032898,0.0074176546186208725,0.007791928015649319,0.00116206135135144,0.0012580461334437132,0.4339175522327423,0.20036475360393524,0.4264177083969116,0.18715697526931763,-3494.71962890625,11442.40515625,11.44240577697754
6,ID-Hard 80 ns,80.0,200,-22.537088928222655,-22.584779052734376,0.11515108495950699,0.11582289636135101,6.4707512855529785,0.2497243732213974,2065.211669921875,0.7487014532089233,16.211727142333984,0.7487014532089233,0.007174002937972546,0.007286673411726952,0.0011160288704559207,0.0011434016050770879,0.45018744468688965,0.17564930021762848,0.44704386591911316,0.1637434959411621,-3337.504853515625,11730.8976953125,11.730898246765136
6,OOD-Near 120 ns,120.0,200,-21.375670776367187,-21.36049278259277,0.11521165072917938,0.11294351518154144,6.4567084312438965,0.2472790628671646,2065.187255859375,0.6920657753944397,16.187345504760742,0.6920657157897949,0.007179086562246084,0.007097102701663971,0.0011187039781361818,0.0011145975440740585,0.47323575615882874,0.16627925634384155,0.4689209461212158,0.15546968579292297,-3091.150634765625,14895.4446875,14.895445556640626
6,OOD-Far 1 ms,1000000.0,200,2.3111991405487062,2.586533546447754,0.13834676146507263,0.12223653495311737,6.073755264282227,0.2797946631908417,2064.104248046875,0.7707142233848572,15.104329109191895,0.7707142233848572,0.009264593943953514,0.008336334489285946,0.0015402145218104124,0.001412652898579836,0.0812745913863182,0.11557343602180481,0.08584258705377579,0.11786071956157684,2749.731591796875,3629590.08,3629.590263671875
7,ID-Easy 20 ns,20.0,200,-24.163203735351562,-24.169861679077147,0.09735129773616791,0.11827520281076431,7.459385395050049,0.3984130024909973,2067.7763671875,1.1212581396102905,18.776447296142578,1.1212581396102905,0.00527587253600359,0.006517481990158558,0.0007166551076807082,0.0008998493431136012,0.4289090633392334,0.21534991264343262,0.4306695759296417,0.21892474591732025,-3820.592578125,8728.05921875,8.728059692382812
7,ID-Hard 80 ns,80.0,200,-23.72366096496582,-23.698756790161134,0.09549270570278168,0.11479325592517853,7.452959060668945,0.29225462675094604,2067.829345703125,0.8225568532943726,18.829181671142578,0.8225568532943726,0.005118354223668575,0.006195466034114361,0.0006914303521625698,0.0008428282453678548,0.4610440731048584,0.18355883657932281,0.46168532967567444,0.18590590357780457,-3676.2873828125,9105.83328125,9.105833625793457
7,OOD-Near 120 ns,120.0,200,-22.102505111694335,-22.018725128173827,0.09524717926979065,0.11373375356197357,7.446046352386475,0.2858003079891205,2067.827880859375,0.7510746121406555,18.82767105102539,0.7510746121406555,0.005097728222608566,0.006112439092248678,0.0006887308554723859,0.0008300751796923578,0.48442238569259644,0.17651048302650452,0.48455914855003357,0.1775306761264801,-3288.796015625,12766.639609375,12.766640129089355
7,OOD-Far 1 ms,1000000.0,200,2.272033243179321,2.5474286556243895,0.1180030107498169,0.12410863488912582,6.963636875152588,0.32162925601005554,2066.472412109375,0.8621804118156433,17.47238540649414,0.8621804118156433,0.006829035002738237,0.007268994580954313,0.0009904297767207026,0.0010685574961826205,0.06517329812049866,0.11904749274253845,0.0694860965013504,0.12104185670614243,2752.26982421875,3602942.17,3602.942373046875
8,ID-Easy 20 ns,20.0,200,-23.924811630249025,-23.95567810058594,0.08725620806217194,0.14602692425251007,8.240633010864258,0.46598535776138306,2069.915771484375,1.2896347045898438,20.915618896484375,1.2896347045898438,0.004252900369465351,0.007177105639129877,0.0005247259978204966,0.0008972767973318696,0.4087926745414734,0.2302098125219345,0.4112430810928345,0.23051342368125916,-3859.549580078125,9019.4346484375,9.019434967041015
8,ID-Hard 80 ns,80.0,200,-23.642577362060546,-23.648990020751953,0.08540140837430954,0.1436554342508316,8.248174667358398,0.34065672755241394,2070.006103515625,0.9499059915542603,21.00603675842285,0.9499059915542603,0.004105869680643082,0.006925123278051615,0.0005018824012950063,0.0008502195123583078,0.43022477626800537,0.22004663944244385,0.4308198392391205,0.22162334620952606,-3697.7553125,9188.52125,9.188521728515624
8,OOD-Near 120 ns,120.0,200,-22.138582000732423,-22.083980560302734,0.08543670922517776,0.1433255523443222,8.241851806640625,0.3336242139339447,2069.999755859375,0.8774635791778564,20.999595642089844,0.8774635195732117,0.0041031367145478725,0.006896252743899822,0.0005015423521399498,0.000846152426674962,0.46711465716362,0.19330565631389618,0.46681535243988037,0.19286221265792847,-3341.05875,12495.1893359375,12.495189895629883
8,OOD-Far 1 ms,1000000.0,200,2.2941897392272947,2.5690611267089842,0.1060100719332695,0.1555091142654419,7.718876361846924,0.3767019212245941,2068.53369140625,1.0081192255020142,19.533483505249023,1.0081192255020142,0.0054956721141934395,0.008119851350784302,0.0007206503651104867,0.0010756514966487885,0.045843809843063354,0.12079079449176788,0.049754466861486435,0.12239711731672287,2767.13515625,3627195.44,3627.195595703125
9,ID-Easy 20 ns,20.0,200,-25.87875289916992,-25.843124160766603,0.08290127664804459,0.19709067046642303,9.009533882141113,0.5401575565338135,2071.9189453125,1.4472123384475708,22.91892433166504,1.4472123384475708,0.003688744269311428,0.008802961558103561,0.000416969764046371,0.0010041145142167807,0.49905338883399963,0.21353362500667572,0.5035818219184875,0.21926116943359375,-4311.36609375,5721.03185546875,5.72103214263916
9,ID-Hard 80 ns,80.0,200,-25.483826904296876,-25.429206771850588,0.08070241659879684,0.19056202471256256,9.019845962524414,0.3821426331996918,2072.017333984375,0.9986915588378906,23.017269134521484,0.9986915588378906,0.003537556389346719,0.008348791860044003,0.0003953755949623883,0.0009347599116154015,0.492355078458786,0.20629173517227173,0.4937722384929657,0.20861777663230896,-4132.99484375,5967.550546875,5.96755084991455
9,OOD-Near 120 ns,120.0,200,-23.714863815307616,-23.613082275390624,0.0811459869146347,0.1955864131450653,9.012398719787598,0.3727474808692932,2072.009765625,0.9127192497253418,23.00978660583496,0.9127192497253418,0.0035530582536011934,0.008561847731471062,0.0003970793914049864,0.0009584336075931787,0.4859291911125183,0.17981979250907898,0.4857568144798279,0.1791803389787674,-3714.8565625,8675.60369140625,8.675604057312011
9,OOD-Far 1 ms,1000000.0,200,2.3410723876953123,2.616134719848633,0.09971459209918976,0.20909695327281952,8.458998680114746,0.4136238694190979,2070.462890625,1.0463733673095703,21.4627742767334,1.0463733673095703,0.004697329364717007,0.009861286729574203,0.0005615609115920961,0.0011836531339213252,0.025728555396199226,0.1257093846797943,0.028615333139896393,0.12722069025039673,2788.64455078125,3671920.16,3671.92029296875
10,ID-Easy 20 ns,20.0,200,-21.34355812072754,-21.291725845336913,0.07910209149122238,0.19997075200080872,9.608957290649414,0.5504461526870728,2073.415283203125,1.5619755983352661,24.415353775024414,1.5619755983352661,0.0033072305377572775,0.008369706571102142,0.0003506937937345356,0.000892775715328753,0.3505394458770752,0.17791618406772614,0.3537874221801758,0.1504221260547638,-3460.15298828125,15453.2158203125,15.453216552734375
10,ID-Hard 80 ns,80.0,200,-21.25578903198242,-21.20258544921875,0.0771489292383194,0.1930667757987976,9.611016273498535,0.38313034176826477,2073.490966796875,1.0631064176559448,24.491085052490234,1.0631064176559448,0.0031784172169864178,0.007956239394843578,0.00033335137413814664,0.0008364035747945309,0.33437415957450867,0.17293526232242584,0.3340632915496826,0.14653484523296356,-3316.82259765625,15469.634609375,15.46963508605957
10,OOD-Near 120 ns,120.0,200,-20.432003479003907,-20.356968688964844,0.0773637667298317,0.19478990137577057,9.603812217712402,0.36989834904670715,2073.48193359375,0.9755433201789856,24.48199462890625,0.9755433201789856,0.0031840940937399864,0.008016032166779041,0.0003338735841680318,0.0008418828365392983,0.3743286728858948,0.15154461562633514,0.3731505572795868,0.1278960108757019,-3042.1324609375,18300.01734375,18.300018005371093
10,OOD-Far 1 ms,1000000.0,200,2.311666717529297,2.5855970668792723,0.09412787854671478,0.21615073084831238,9.048776626586914,0.4127209186553955,2071.937744140625,1.1058871746063232,22.93761444091797,1.1058871746063232,0.004148912150412798,0.009554722346365452,0.0004635307705029845,0.001073277904652059,0.019231675192713737,0.1278872787952423,0.021835673600435257,0.12935349345207214,2786.57056640625,3649740.68,3649.740849609375
